id,datetime,author,message,url
172,2022-06-04 10:59:00, haanuel_NG, https://link.medium.com/Fv495fVaAqb,https://link.medium.com/Fv495fVaAqb
175,2022-06-06 18:42:00, haanuel_NG, https://twitter.com/drokanbulut/status/1533835273322106882?t=4wGQv7bNFcsEJHwF5U6vqQ&s=08,https://twitter.com/drokanbulut/status/1533835273322106882?t=4wGQv7bNFcsEJHwF5U6vqQ&s=08
176,2022-06-08 00:33:00, haanuel_NG, https://gist.github.com/AlbertRapp/438102c458fc8fbdffcb6feb76ff93f7?s=08,https://gist.github.com/AlbertRapp/438102c458fc8fbdffcb6feb76ff93f7?s=08
179,2022-06-08 16:10:00, haanuel_NG, https://instagram.com/thefloriescents?igshid=YmMyMTA2M2Y=,https://instagram.com/thefloriescents?igshid=YmMyMTA2M2Y=
187,2022-06-13 23:47:00, haanuel_NG, https://victoria.dev/blog/git-commit-practices-your-future-self-will-thank-you-for/?s=08,https://victoria.dev/blog/git-commit-practices-your-future-self-will-thank-you-for/?s=08
192,2022-06-15 20:14:00, haanuel_NG," Dear all I have uploaded the 35 videos on “Time Series Analysis using EViews”. This series can be used by researcher scholars for their research work. Please do share this videos with your colleagues, scholars and students to help them in carrying out “Time Series Analysis” 1. Introduction to Econometrics: https://youtu.be/TqGux080L0U  2. Installation of EViews: https://youtu.be/V5CTmWbq7XY  3. Importing the data in EViews: https://youtu.be/ANBLiNDC55c  4. Classical Linear Regression Model Assumptions: https://youtu.be/yfq0yFeANtc  5. Regression Analysis: https://youtu.be/4xxYFeyhsFA  6. Autocorrelation using EViews: https://youtu.be/RbVH78rpVAM  7. Heteroskedasticity using EViews: https://youtu.be/3a25UWiC3yQ  8. Multicollinearity using EViews: https://youtu.be/yglp4Bw7vrc  9. Non-stationarity using EViews: https://youtu.be/YaexLRgu7rU  10. Auto Regressive Integrated Moving Average (ARIMA) Models using EViews: https://youtu.be/HYOzmTzpSU8  11. Cointegration Analysis using EViews: https://youtu.be/MafRAySsd84  12. Vector Auto Regressive Model using EViews: https://youtu.be/oHiutYRP0bg  13. Vector Error Correction Model using EViews: https://youtu.be/klur99tJesQ  14. Auto Regressive Distributed Lag (ARDL) Model using EViews 12 : https://youtu.be/s5kYY3oUO7s  15. Structural Break in EViews 12 : https://youtu.be/bT0D-VE4ImE  16. Auto Regressive Distributed Lag (ARDL) Model using Dummy Variables in EViews 12: https://youtu.be/6mecHpFMoTU  17. Auto Regressive Conditional Heteroskedasticity (ARCH) Model in EViews 12 : https://youtu.be/7k3vxqafhHE  18. General Auto Regressive Conditional Heteroskedasticity (GARCH) Model in EViews 12: https://youtu.be/rB7xC-M7xhM  19. Dummy Variable Analysis in EViews 12 : https://youtu.be/xNmg1LfzASs  20. Fan Chart in EViews 12: https://youtu.be/WmW14hc68zM  21. Static and Dynamic Forecasting in EViews 12: https://youtu.be/EmqjEed-_0I 22. Stability Test in EViews 12: https://youtu.be/KkrF7c-NZ7k  23. Ramsey Reset Test in EViews 12: https://youtu.be/NVaWulsVMlk  24. Omitted Variable Test in EViews 12: https://youtu.be/I3iMphjazVs  25. Transmission Channel in EViews 12: https://youtu.be/Mehde0akNa4  26. Seasonality and its remedies in EViews 12: https://youtu.be/l7CxXD0xxV4  27. Categorical Data Analysis in EViews 12: https://youtu.be/Ap6t2DNzNf4  28. Seasonal ARIMA (SARIMA) Model in EViews 12: https://youtu.be/sUMdn0C7n0g  29. Two Stage Least Square (TSLS) Method in EViews 12: https://youtu.be/BTntOfo5Hy8 30. Generalized Method of Moments (GMM) in EViews 12: https://youtu.be/6Z0orjtkbdo 31. Handling Seasonality in EViews 12 : https://youtu.be/KM6pfDinFwk  32. Interpolation in EViews 12: https://youtu.be/wTPwBbJyx5A  33. Bry-Boschan (NBER) Business Cycle in EViews 12: https://youtu.be/MKj6nEnvqls  35. Bai Perron Test for Multiple Breaks: https://youtu.be/90J_KtVLIYs  36. Mixed Data Sampling (MIDAS) in EViews 12: https://youtu.be/-1xTPqyv8gc  Thank you all, Regards, Dr. Dhaval Maheta (DM)",https://youtu.be/TqGux080L0U
192,2022-06-15 20:14:00, haanuel_NG," Dear all I have uploaded the 35 videos on “Time Series Analysis using EViews”. This series can be used by researcher scholars for their research work. Please do share this videos with your colleagues, scholars and students to help them in carrying out “Time Series Analysis” 1. Introduction to Econometrics: https://youtu.be/TqGux080L0U  2. Installation of EViews: https://youtu.be/V5CTmWbq7XY  3. Importing the data in EViews: https://youtu.be/ANBLiNDC55c  4. Classical Linear Regression Model Assumptions: https://youtu.be/yfq0yFeANtc  5. Regression Analysis: https://youtu.be/4xxYFeyhsFA  6. Autocorrelation using EViews: https://youtu.be/RbVH78rpVAM  7. Heteroskedasticity using EViews: https://youtu.be/3a25UWiC3yQ  8. Multicollinearity using EViews: https://youtu.be/yglp4Bw7vrc  9. Non-stationarity using EViews: https://youtu.be/YaexLRgu7rU  10. Auto Regressive Integrated Moving Average (ARIMA) Models using EViews: https://youtu.be/HYOzmTzpSU8  11. Cointegration Analysis using EViews: https://youtu.be/MafRAySsd84  12. Vector Auto Regressive Model using EViews: https://youtu.be/oHiutYRP0bg  13. Vector Error Correction Model using EViews: https://youtu.be/klur99tJesQ  14. Auto Regressive Distributed Lag (ARDL) Model using EViews 12 : https://youtu.be/s5kYY3oUO7s  15. Structural Break in EViews 12 : https://youtu.be/bT0D-VE4ImE  16. Auto Regressive Distributed Lag (ARDL) Model using Dummy Variables in EViews 12: https://youtu.be/6mecHpFMoTU  17. Auto Regressive Conditional Heteroskedasticity (ARCH) Model in EViews 12 : https://youtu.be/7k3vxqafhHE  18. General Auto Regressive Conditional Heteroskedasticity (GARCH) Model in EViews 12: https://youtu.be/rB7xC-M7xhM  19. Dummy Variable Analysis in EViews 12 : https://youtu.be/xNmg1LfzASs  20. Fan Chart in EViews 12: https://youtu.be/WmW14hc68zM  21. Static and Dynamic Forecasting in EViews 12: https://youtu.be/EmqjEed-_0I 22. Stability Test in EViews 12: https://youtu.be/KkrF7c-NZ7k  23. Ramsey Reset Test in EViews 12: https://youtu.be/NVaWulsVMlk  24. Omitted Variable Test in EViews 12: https://youtu.be/I3iMphjazVs  25. Transmission Channel in EViews 12: https://youtu.be/Mehde0akNa4  26. Seasonality and its remedies in EViews 12: https://youtu.be/l7CxXD0xxV4  27. Categorical Data Analysis in EViews 12: https://youtu.be/Ap6t2DNzNf4  28. Seasonal ARIMA (SARIMA) Model in EViews 12: https://youtu.be/sUMdn0C7n0g  29. Two Stage Least Square (TSLS) Method in EViews 12: https://youtu.be/BTntOfo5Hy8 30. Generalized Method of Moments (GMM) in EViews 12: https://youtu.be/6Z0orjtkbdo 31. Handling Seasonality in EViews 12 : https://youtu.be/KM6pfDinFwk  32. Interpolation in EViews 12: https://youtu.be/wTPwBbJyx5A  33. Bry-Boschan (NBER) Business Cycle in EViews 12: https://youtu.be/MKj6nEnvqls  35. Bai Perron Test for Multiple Breaks: https://youtu.be/90J_KtVLIYs  36. Mixed Data Sampling (MIDAS) in EViews 12: https://youtu.be/-1xTPqyv8gc  Thank you all, Regards, Dr. Dhaval Maheta (DM)",https://youtu.be/V5CTmWbq7XY
192,2022-06-15 20:14:00, haanuel_NG," Dear all I have uploaded the 35 videos on “Time Series Analysis using EViews”. This series can be used by researcher scholars for their research work. Please do share this videos with your colleagues, scholars and students to help them in carrying out “Time Series Analysis” 1. Introduction to Econometrics: https://youtu.be/TqGux080L0U  2. Installation of EViews: https://youtu.be/V5CTmWbq7XY  3. Importing the data in EViews: https://youtu.be/ANBLiNDC55c  4. Classical Linear Regression Model Assumptions: https://youtu.be/yfq0yFeANtc  5. Regression Analysis: https://youtu.be/4xxYFeyhsFA  6. Autocorrelation using EViews: https://youtu.be/RbVH78rpVAM  7. Heteroskedasticity using EViews: https://youtu.be/3a25UWiC3yQ  8. Multicollinearity using EViews: https://youtu.be/yglp4Bw7vrc  9. Non-stationarity using EViews: https://youtu.be/YaexLRgu7rU  10. Auto Regressive Integrated Moving Average (ARIMA) Models using EViews: https://youtu.be/HYOzmTzpSU8  11. Cointegration Analysis using EViews: https://youtu.be/MafRAySsd84  12. Vector Auto Regressive Model using EViews: https://youtu.be/oHiutYRP0bg  13. Vector Error Correction Model using EViews: https://youtu.be/klur99tJesQ  14. Auto Regressive Distributed Lag (ARDL) Model using EViews 12 : https://youtu.be/s5kYY3oUO7s  15. Structural Break in EViews 12 : https://youtu.be/bT0D-VE4ImE  16. Auto Regressive Distributed Lag (ARDL) Model using Dummy Variables in EViews 12: https://youtu.be/6mecHpFMoTU  17. Auto Regressive Conditional Heteroskedasticity (ARCH) Model in EViews 12 : https://youtu.be/7k3vxqafhHE  18. General Auto Regressive Conditional Heteroskedasticity (GARCH) Model in EViews 12: https://youtu.be/rB7xC-M7xhM  19. Dummy Variable Analysis in EViews 12 : https://youtu.be/xNmg1LfzASs  20. Fan Chart in EViews 12: https://youtu.be/WmW14hc68zM  21. Static and Dynamic Forecasting in EViews 12: https://youtu.be/EmqjEed-_0I 22. Stability Test in EViews 12: https://youtu.be/KkrF7c-NZ7k  23. Ramsey Reset Test in EViews 12: https://youtu.be/NVaWulsVMlk  24. Omitted Variable Test in EViews 12: https://youtu.be/I3iMphjazVs  25. Transmission Channel in EViews 12: https://youtu.be/Mehde0akNa4  26. Seasonality and its remedies in EViews 12: https://youtu.be/l7CxXD0xxV4  27. Categorical Data Analysis in EViews 12: https://youtu.be/Ap6t2DNzNf4  28. Seasonal ARIMA (SARIMA) Model in EViews 12: https://youtu.be/sUMdn0C7n0g  29. Two Stage Least Square (TSLS) Method in EViews 12: https://youtu.be/BTntOfo5Hy8 30. Generalized Method of Moments (GMM) in EViews 12: https://youtu.be/6Z0orjtkbdo 31. Handling Seasonality in EViews 12 : https://youtu.be/KM6pfDinFwk  32. Interpolation in EViews 12: https://youtu.be/wTPwBbJyx5A  33. Bry-Boschan (NBER) Business Cycle in EViews 12: https://youtu.be/MKj6nEnvqls  35. Bai Perron Test for Multiple Breaks: https://youtu.be/90J_KtVLIYs  36. Mixed Data Sampling (MIDAS) in EViews 12: https://youtu.be/-1xTPqyv8gc  Thank you all, Regards, Dr. Dhaval Maheta (DM)",https://youtu.be/ANBLiNDC55c
192,2022-06-15 20:14:00, haanuel_NG," Dear all I have uploaded the 35 videos on “Time Series Analysis using EViews”. This series can be used by researcher scholars for their research work. Please do share this videos with your colleagues, scholars and students to help them in carrying out “Time Series Analysis” 1. Introduction to Econometrics: https://youtu.be/TqGux080L0U  2. Installation of EViews: https://youtu.be/V5CTmWbq7XY  3. Importing the data in EViews: https://youtu.be/ANBLiNDC55c  4. Classical Linear Regression Model Assumptions: https://youtu.be/yfq0yFeANtc  5. Regression Analysis: https://youtu.be/4xxYFeyhsFA  6. Autocorrelation using EViews: https://youtu.be/RbVH78rpVAM  7. Heteroskedasticity using EViews: https://youtu.be/3a25UWiC3yQ  8. Multicollinearity using EViews: https://youtu.be/yglp4Bw7vrc  9. Non-stationarity using EViews: https://youtu.be/YaexLRgu7rU  10. Auto Regressive Integrated Moving Average (ARIMA) Models using EViews: https://youtu.be/HYOzmTzpSU8  11. Cointegration Analysis using EViews: https://youtu.be/MafRAySsd84  12. Vector Auto Regressive Model using EViews: https://youtu.be/oHiutYRP0bg  13. Vector Error Correction Model using EViews: https://youtu.be/klur99tJesQ  14. Auto Regressive Distributed Lag (ARDL) Model using EViews 12 : https://youtu.be/s5kYY3oUO7s  15. Structural Break in EViews 12 : https://youtu.be/bT0D-VE4ImE  16. Auto Regressive Distributed Lag (ARDL) Model using Dummy Variables in EViews 12: https://youtu.be/6mecHpFMoTU  17. Auto Regressive Conditional Heteroskedasticity (ARCH) Model in EViews 12 : https://youtu.be/7k3vxqafhHE  18. General Auto Regressive Conditional Heteroskedasticity (GARCH) Model in EViews 12: https://youtu.be/rB7xC-M7xhM  19. Dummy Variable Analysis in EViews 12 : https://youtu.be/xNmg1LfzASs  20. Fan Chart in EViews 12: https://youtu.be/WmW14hc68zM  21. Static and Dynamic Forecasting in EViews 12: https://youtu.be/EmqjEed-_0I 22. Stability Test in EViews 12: https://youtu.be/KkrF7c-NZ7k  23. Ramsey Reset Test in EViews 12: https://youtu.be/NVaWulsVMlk  24. Omitted Variable Test in EViews 12: https://youtu.be/I3iMphjazVs  25. Transmission Channel in EViews 12: https://youtu.be/Mehde0akNa4  26. Seasonality and its remedies in EViews 12: https://youtu.be/l7CxXD0xxV4  27. Categorical Data Analysis in EViews 12: https://youtu.be/Ap6t2DNzNf4  28. Seasonal ARIMA (SARIMA) Model in EViews 12: https://youtu.be/sUMdn0C7n0g  29. Two Stage Least Square (TSLS) Method in EViews 12: https://youtu.be/BTntOfo5Hy8 30. Generalized Method of Moments (GMM) in EViews 12: https://youtu.be/6Z0orjtkbdo 31. Handling Seasonality in EViews 12 : https://youtu.be/KM6pfDinFwk  32. Interpolation in EViews 12: https://youtu.be/wTPwBbJyx5A  33. Bry-Boschan (NBER) Business Cycle in EViews 12: https://youtu.be/MKj6nEnvqls  35. Bai Perron Test for Multiple Breaks: https://youtu.be/90J_KtVLIYs  36. Mixed Data Sampling (MIDAS) in EViews 12: https://youtu.be/-1xTPqyv8gc  Thank you all, Regards, Dr. Dhaval Maheta (DM)",https://youtu.be/yfq0yFeANtc
192,2022-06-15 20:14:00, haanuel_NG," Dear all I have uploaded the 35 videos on “Time Series Analysis using EViews”. This series can be used by researcher scholars for their research work. Please do share this videos with your colleagues, scholars and students to help them in carrying out “Time Series Analysis” 1. Introduction to Econometrics: https://youtu.be/TqGux080L0U  2. Installation of EViews: https://youtu.be/V5CTmWbq7XY  3. Importing the data in EViews: https://youtu.be/ANBLiNDC55c  4. Classical Linear Regression Model Assumptions: https://youtu.be/yfq0yFeANtc  5. Regression Analysis: https://youtu.be/4xxYFeyhsFA  6. Autocorrelation using EViews: https://youtu.be/RbVH78rpVAM  7. Heteroskedasticity using EViews: https://youtu.be/3a25UWiC3yQ  8. Multicollinearity using EViews: https://youtu.be/yglp4Bw7vrc  9. Non-stationarity using EViews: https://youtu.be/YaexLRgu7rU  10. Auto Regressive Integrated Moving Average (ARIMA) Models using EViews: https://youtu.be/HYOzmTzpSU8  11. Cointegration Analysis using EViews: https://youtu.be/MafRAySsd84  12. Vector Auto Regressive Model using EViews: https://youtu.be/oHiutYRP0bg  13. Vector Error Correction Model using EViews: https://youtu.be/klur99tJesQ  14. Auto Regressive Distributed Lag (ARDL) Model using EViews 12 : https://youtu.be/s5kYY3oUO7s  15. Structural Break in EViews 12 : https://youtu.be/bT0D-VE4ImE  16. Auto Regressive Distributed Lag (ARDL) Model using Dummy Variables in EViews 12: https://youtu.be/6mecHpFMoTU  17. Auto Regressive Conditional Heteroskedasticity (ARCH) Model in EViews 12 : https://youtu.be/7k3vxqafhHE  18. General Auto Regressive Conditional Heteroskedasticity (GARCH) Model in EViews 12: https://youtu.be/rB7xC-M7xhM  19. Dummy Variable Analysis in EViews 12 : https://youtu.be/xNmg1LfzASs  20. Fan Chart in EViews 12: https://youtu.be/WmW14hc68zM  21. Static and Dynamic Forecasting in EViews 12: https://youtu.be/EmqjEed-_0I 22. Stability Test in EViews 12: https://youtu.be/KkrF7c-NZ7k  23. Ramsey Reset Test in EViews 12: https://youtu.be/NVaWulsVMlk  24. Omitted Variable Test in EViews 12: https://youtu.be/I3iMphjazVs  25. Transmission Channel in EViews 12: https://youtu.be/Mehde0akNa4  26. Seasonality and its remedies in EViews 12: https://youtu.be/l7CxXD0xxV4  27. Categorical Data Analysis in EViews 12: https://youtu.be/Ap6t2DNzNf4  28. Seasonal ARIMA (SARIMA) Model in EViews 12: https://youtu.be/sUMdn0C7n0g  29. Two Stage Least Square (TSLS) Method in EViews 12: https://youtu.be/BTntOfo5Hy8 30. Generalized Method of Moments (GMM) in EViews 12: https://youtu.be/6Z0orjtkbdo 31. Handling Seasonality in EViews 12 : https://youtu.be/KM6pfDinFwk  32. Interpolation in EViews 12: https://youtu.be/wTPwBbJyx5A  33. Bry-Boschan (NBER) Business Cycle in EViews 12: https://youtu.be/MKj6nEnvqls  35. Bai Perron Test for Multiple Breaks: https://youtu.be/90J_KtVLIYs  36. Mixed Data Sampling (MIDAS) in EViews 12: https://youtu.be/-1xTPqyv8gc  Thank you all, Regards, Dr. Dhaval Maheta (DM)",https://youtu.be/4xxYFeyhsFA
